ID,Word,Sentence,Correct Sense,Definition
725,bark,The puppy's bark was high-pitched and excited.,dog sound,the short loud sound made by a dog
726,bark,She recognised her dog's bark from inside the house.,dog sound,the short loud sound made by a dog
727,bark,The bark grew louder as the stranger approached the gate.,dog sound,the short loud sound made by a dog
728,bark,He told the dog to stop its constant bark.,dog sound,the short loud sound made by a dog
729,bark,The bark woke the whole family at three in the morning.,dog sound,the short loud sound made by a dog
730,bark,She trained the dog to bark only on command.,dog sound,the short loud sound made by a dog
731,bark,The bark of the stray dog kept him awake.,dog sound,the short loud sound made by a dog
732,bark,The deep bark warned visitors that the dog was large.,dog sound,the short loud sound made by a dog
733,bark,She soothed the dog after it let out a frightened bark.,dog sound,the short loud sound made by a dog
734,bark,The bark softened into a whine as the dog relaxed.,dog sound,the short loud sound made by a dog
